"UserID","day_nr","Gender","Alc_Freq","condition"
115,39,"2",NA,"Negative/Non-Social"
115,41,"2",NA,"Negative/Non-Social"
115,42,"2",NA,"Negative/Non-Social"
115,42,"2",NA,"Negative/Non-Social"
115,43,"2",NA,"Negative/Non-Social"
116,1,"2",NA,"Positive/Non-Social"
116,2,"2",NA,"Positive/Non-Social"
116,3,"2",NA,"Positive/Non-Social"
116,4,"2",NA,"Positive/Non-Social"
116,5,"2",NA,"Positive/Non-Social"
116,6,"2",NA,"Positive/Non-Social"
116,7,"2",NA,"Positive/Non-Social"
116,8,"2",NA,"Positive/Non-Social"
116,9,"2",NA,"Positive/Non-Social"
116,10,"2",NA,"Positive/Non-Social"
116,11,"2",NA,"Positive/Non-Social"
116,12,"2",7,"Positive/Non-Social"
116,13,"2",NA,"Positive/Non-Social"
116,14,"2",NA,"Positive/Non-Social"
116,15,"2",NA,"Positive/Non-Social"
116,16,"2",NA,"Positive/Non-Social"
116,17,"2",NA,"Positive/Non-Social"
116,18,"2",NA,"Positive/Non-Social"
116,19,"2",1,"Positive/Non-Social"
116,20,"2",1,"Positive/Non-Social"
116,21,"2",NA,"Positive/Non-Social"
116,22,"2",NA,"Positive/Non-Social"
116,23,"2",NA,"Positive/Non-Social"
116,24,"2",NA,"Positive/Non-Social"
116,25,"2",5,"Positive/Non-Social"
116,26,"2",NA,"Positive/Non-Social"
116,27,"2",NA,"Positive/Non-Social"
116,28,"2",NA,"Positive/Non-Social"
116,29,"2",NA,"Positive/Non-Social"
116,30,"2",NA,"Positive/Non-Social"
116,31,"2",NA,"Positive/Non-Social"
116,32,"2",1,"Positive/Non-Social"
116,33,"2",NA,"Positive/Non-Social"
116,34,"2",NA,"Positive/Non-Social"
116,36,"2",1,"Positive/Non-Social"
116,37,"2",3,"Positive/Non-Social"
116,38,"2",2,"Positive/Non-Social"
116,39,"2",NA,"Positive/Non-Social"
116,40,"2",NA,"Positive/Non-Social"
116,41,"2",NA,"Positive/Non-Social"
116,42,"2",1,"Positive/Non-Social"
116,43,"2",1,"Positive/Non-Social"
117,1,"2",NA,"Positive/Non-Social"
117,2,"2",NA,"Positive/Non-Social"
117,3,"2",NA,"Positive/Non-Social"
117,4,"2",NA,"Positive/Non-Social"
117,5,"2",1,"Positive/Non-Social"
117,6,"2",NA,"Positive/Non-Social"
117,7,"2",NA,"Positive/Non-Social"
117,8,"2",NA,"Positive/Non-Social"
117,9,"2",NA,"Positive/Non-Social"
117,10,"2",NA,"Positive/Non-Social"
117,11,"2",NA,"Positive/Non-Social"
117,12,"2",NA,"Positive/Non-Social"
117,13,"2",NA,"Positive/Non-Social"
117,14,"2",NA,"Positive/Non-Social"
117,15,"2",NA,"Positive/Non-Social"
117,16,"2",NA,"Positive/Non-Social"
117,17,"2",NA,"Positive/Non-Social"
117,18,"2",NA,"Positive/Non-Social"
117,19,"2",NA,"Positive/Non-Social"
117,20,"2",NA,"Positive/Non-Social"
117,21,"2",NA,"Positive/Non-Social"
117,22,"2",NA,"Positive/Non-Social"
117,24,"2",NA,"Positive/Non-Social"
117,25,"2",3,"Positive/Non-Social"
117,26,"2",NA,"Positive/Non-Social"
117,28,"2",NA,"Positive/Non-Social"
117,29,"2",NA,"Positive/Non-Social"
117,30,"2",NA,"Positive/Non-Social"
117,31,"2",NA,"Positive/Non-Social"
117,32,"2",NA,"Positive/Non-Social"
117,33,"2",1,"Positive/Non-Social"
117,34,"2",NA,"Positive/Non-Social"
117,35,"2",NA,"Positive/Non-Social"
117,36,"2",NA,"Positive/Non-Social"
117,37,"2",4,"Positive/Non-Social"
117,38,"2",NA,"Positive/Non-Social"
117,39,"2",NA,"Positive/Non-Social"
117,40,"2",NA,"Positive/Non-Social"
117,41,"2",NA,"Positive/Non-Social"
117,42,"2",1,"Positive/Non-Social"
117,43,"2",1,"Positive/Non-Social"
119,1,"1",NA,"Positive/Non-Social"
119,2,"1",NA,"Positive/Non-Social"
119,3,"1",NA,"Positive/Non-Social"
119,4,"1",NA,"Positive/Non-Social"
119,6,"1",NA,"Positive/Non-Social"
119,7,"1",NA,"Positive/Non-Social"
119,8,"1",NA,"Positive/Non-Social"
119,9,"1",NA,"Positive/Non-Social"
119,10,"1",NA,"Positive/Non-Social"
119,11,"1",NA,"Positive/Non-Social"
119,12,"1",NA,"Positive/Non-Social"
119,14,"1",NA,"Positive/Non-Social"
119,15,"1",NA,"Positive/Non-Social"
119,16,"1",NA,"Positive/Non-Social"
119,18,"1",NA,"Positive/Non-Social"
119,19,"1",NA,"Positive/Non-Social"
119,20,"1",NA,"Positive/Non-Social"
119,21,"1",NA,"Positive/Non-Social"
119,22,"1",6,"Positive/Non-Social"
119,23,"1",NA,"Positive/Non-Social"
119,24,"1",NA,"Positive/Non-Social"
119,25,"1",NA,"Positive/Non-Social"
119,26,"1",NA,"Positive/Non-Social"
119,27,"1",NA,"Positive/Non-Social"
119,28,"1",NA,"Positive/Non-Social"
119,29,"1",NA,"Positive/Non-Social"
119,30,"1",NA,"Positive/Non-Social"
119,31,"1",NA,"Positive/Non-Social"
119,32,"1",NA,"Positive/Non-Social"
119,33,"1",NA,"Positive/Non-Social"
119,34,"1",NA,"Positive/Non-Social"
119,35,"1",NA,"Positive/Non-Social"
119,36,"1",NA,"Positive/Non-Social"
119,37,"1",NA,"Positive/Non-Social"
119,38,"1",7,"Positive/Non-Social"
119,39,"1",NA,"Positive/Non-Social"
119,40,"1",NA,"Positive/Non-Social"
119,41,"1",NA,"Positive/Non-Social"
119,42,"1",NA,"Positive/Non-Social"
119,43,"1",NA,"Positive/Non-Social"
120,1,"2",4,"Negative/Non-Social"
120,2,"2",15,"Negative/Non-Social"
120,3,"2",NA,"Negative/Non-Social"
120,4,"2",7,"Negative/Non-Social"
120,5,"2",NA,"Negative/Non-Social"
120,6,"2",NA,"Negative/Non-Social"
120,7,"2",3,"Negative/Non-Social"
120,8,"2",NA,"Negative/Non-Social"
120,9,"2",10,"Negative/Non-Social"
120,10,"2",1,"Negative/Non-Social"
120,11,"2",10,"Negative/Non-Social"
120,12,"2",NA,"Negative/Non-Social"
120,13,"2",NA,"Negative/Non-Social"
120,14,"2",NA,"Negative/Non-Social"
120,15,"2",4,"Negative/Non-Social"
120,16,"2",NA,"Negative/Non-Social"
120,17,"2",NA,"Negative/Non-Social"
120,18,"2",NA,"Negative/Non-Social"
120,19,"2",8,"Negative/Non-Social"
120,20,"2",NA,"Negative/Non-Social"
120,21,"2",NA,"Negative/Non-Social"
120,22,"2",2,"Negative/Non-Social"
120,23,"2",8,"Negative/Non-Social"
120,24,"2",NA,"Negative/Non-Social"
120,25,"2",10,"Negative/Non-Social"
120,26,"2",NA,"Negative/Non-Social"
120,27,"2",NA,"Negative/Non-Social"
120,28,"2",1,"Negative/Non-Social"
120,29,"2",NA,"Negative/Non-Social"
120,30,"2",12,"Negative/Non-Social"
120,31,"2",2,"Negative/Non-Social"
120,33,"2",NA,"Negative/Non-Social"
120,34,"2",NA,"Negative/Non-Social"
120,36,"2",NA,"Negative/Non-Social"
120,37,"2",10,"Negative/Non-Social"
120,39,"2",10,"Negative/Non-Social"
120,40,"2",NA,"Negative/Non-Social"
120,42,"2",NA,"Negative/Non-Social"
120,43,"2",3,"Negative/Non-Social"
121,1,"2",NA,"Negative/Non-Social"
121,2,"2",6,"Negative/Non-Social"
121,3,"2",NA,"Negative/Non-Social"
121,4,"2",1,"Negative/Non-Social"
121,5,"2",NA,"Negative/Non-Social"
121,6,"2",1,"Negative/Non-Social"
121,7,"2",NA,"Negative/Non-Social"
121,8,"2",1,"Negative/Non-Social"
121,9,"2",4,"Negative/Non-Social"
121,10,"2",6,"Negative/Non-Social"
121,11,"2",NA,"Negative/Non-Social"
121,12,"2",NA,"Negative/Non-Social"
121,13,"2",NA,"Negative/Non-Social"
121,14,"2",NA,"Negative/Non-Social"
121,15,"2",NA,"Negative/Non-Social"
121,16,"2",4,"Negative/Non-Social"
121,20,"2",6,"Negative/Non-Social"
121,21,"2",NA,"Negative/Non-Social"
121,22,"2",NA,"Negative/Non-Social"
121,23,"2",NA,"Negative/Non-Social"
121,25,"2",3,"Negative/Non-Social"
121,26,"2",NA,"Negative/Non-Social"
121,27,"2",NA,"Negative/Non-Social"
121,28,"2",NA,"Negative/Non-Social"
121,29,"2",NA,"Negative/Non-Social"
121,30,"2",6,"Negative/Non-Social"
121,31,"2",2,"Negative/Non-Social"
121,32,"2",NA,"Negative/Non-Social"
121,33,"2",NA,"Negative/Non-Social"
121,34,"2",NA,"Negative/Non-Social"
121,35,"2",2,"Negative/Non-Social"
121,37,"2",7,"Negative/Non-Social"
121,38,"2",5,"Negative/Non-Social"
121,39,"2",5,"Negative/Non-Social"
121,40,"2",NA,"Negative/Non-Social"
121,41,"2",NA,"Negative/Non-Social"
121,42,"2",NA,"Negative/Non-Social"
121,43,"2",NA,"Negative/Non-Social"
122,4,"2",NA,"Negative/Non-Social"
122,5,"2",NA,"Negative/Non-Social"
122,6,"2",NA,"Negative/Non-Social"
122,13,"2",NA,"Negative/Non-Social"
122,14,"2",NA,"Negative/Non-Social"
122,16,"2",NA,"Negative/Non-Social"
122,17,"2",NA,"Negative/Non-Social"
122,19,"2",NA,"Negative/Non-Social"
122,21,"2",NA,"Negative/Non-Social"
122,22,"2",NA,"Negative/Non-Social"
122,28,"2",NA,"Negative/Non-Social"
122,29,"2",2,"Negative/Non-Social"
122,32,"2",NA,"Negative/Non-Social"
122,34,"2",5,"Negative/Non-Social"
122,41,"2",1,"Negative/Non-Social"
122,42,"2",NA,"Negative/Non-Social"
122,43,"2",NA,"Negative/Non-Social"
123,1,"2",3,"Negative/Non-Social"
123,2,"2",15,"Negative/Non-Social"
123,3,"2",1,"Negative/Non-Social"
123,4,"2",NA,"Negative/Non-Social"
123,5,"2",3,"Negative/Non-Social"
123,6,"2",3,"Negative/Non-Social"
123,7,"2",10,"Negative/Non-Social"
123,8,"2",NA,"Negative/Non-Social"
123,9,"2",8,"Negative/Non-Social"
123,10,"2",NA,"Negative/Non-Social"
123,11,"2",NA,"Negative/Non-Social"
123,12,"2",NA,"Negative/Non-Social"
123,13,"2",2,"Negative/Non-Social"
123,14,"2",NA,"Negative/Non-Social"
123,15,"2",1,"Negative/Non-Social"
123,16,"2",1,"Negative/Non-Social"
123,17,"2",8,"Negative/Non-Social"
123,18,"2",NA,"Negative/Non-Social"
123,19,"2",NA,"Negative/Non-Social"
123,20,"2",2,"Negative/Non-Social"
123,21,"2",NA,"Negative/Non-Social"
123,22,"2",NA,"Negative/Non-Social"
123,23,"2",1,"Negative/Non-Social"
123,24,"2",NA,"Negative/Non-Social"
123,25,"2",9,"Negative/Non-Social"
123,26,"2",NA,"Negative/Non-Social"
123,27,"2",2,"Negative/Non-Social"
123,29,"2",NA,"Negative/Non-Social"
123,30,"2",10,"Negative/Non-Social"
123,31,"2",15,"Negative/Non-Social"
123,32,"2",3,"Negative/Non-Social"
123,33,"2",1,"Negative/Non-Social"
123,34,"2",3,"Negative/Non-Social"
123,35,"2",4,"Negative/Non-Social"
123,36,"2",2,"Negative/Non-Social"
123,37,"2",8,"Negative/Non-Social"
123,38,"2",7,"Negative/Non-Social"
123,40,"2",NA,"Negative/Non-Social"
123,41,"2",2,"Negative/Non-Social"
123,42,"2",NA,"Negative/Non-Social"
123,43,"2",NA,"Negative/Non-Social"
124,1,"2",NA,"Negative/Non-Social"
124,1,"2",10,"Negative/Non-Social"
124,3,"2",NA,"Negative/Non-Social"
124,4,"2",1,"Negative/Non-Social"
124,5,"2",NA,"Negative/Non-Social"
124,6,"2",NA,"Negative/Non-Social"
124,8,"2",NA,"Negative/Non-Social"
124,9,"2",8,"Negative/Non-Social"
124,10,"2",NA,"Negative/Non-Social"
124,11,"2",10,"Negative/Non-Social"
124,12,"2",NA,"Negative/Non-Social"
124,13,"2",NA,"Negative/Non-Social"
124,14,"2",NA,"Negative/Non-Social"
124,15,"2",1,"Negative/Non-Social"
124,16,"2",10,"Negative/Non-Social"
124,17,"2",NA,"Negative/Non-Social"
124,18,"2",3,"Negative/Non-Social"
124,19,"2",8,"Negative/Non-Social"
124,20,"2",NA,"Negative/Non-Social"
124,21,"2",2,"Negative/Non-Social"
124,22,"2",NA,"Negative/Non-Social"
124,23,"2",NA,"Negative/Non-Social"
124,24,"2",NA,"Negative/Non-Social"
124,25,"2",3,"Negative/Non-Social"
124,26,"2",NA,"Negative/Non-Social"
124,27,"2",NA,"Negative/Non-Social"
124,28,"2",3,"Negative/Non-Social"
124,28,"2",NA,"Negative/Non-Social"
124,29,"2",4,"Negative/Non-Social"
124,30,"2",10,"Negative/Non-Social"
124,31,"2",NA,"Negative/Non-Social"
124,33,"2",NA,"Negative/Non-Social"
124,34,"2",NA,"Negative/Non-Social"
124,35,"2",6,"Negative/Non-Social"
124,36,"2",NA,"Negative/Non-Social"
124,37,"2",7,"Negative/Non-Social"
124,38,"2",2,"Negative/Non-Social"
124,39,"2",7,"Negative/Non-Social"
124,40,"2",NA,"Negative/Non-Social"
124,41,"2",NA,"Negative/Non-Social"
124,42,"2",NA,"Negative/Non-Social"
124,43,"2",NA,"Negative/Non-Social"
125,1,"2",NA,"Negative/Non-Social"
125,2,"2",10,"Negative/Non-Social"
125,3,"2",NA,"Negative/Non-Social"
125,4,"2",NA,"Negative/Non-Social"
125,5,"2",NA,"Negative/Non-Social"
125,6,"2",NA,"Negative/Non-Social"
125,7,"2",NA,"Negative/Non-Social"
125,8,"2",2,"Negative/Non-Social"
125,9,"2",10,"Negative/Non-Social"
125,10,"2",NA,"Negative/Non-Social"
125,11,"2",5,"Negative/Non-Social"
125,12,"2",3,"Negative/Non-Social"
125,13,"2",NA,"Negative/Non-Social"
125,14,"2",NA,"Negative/Non-Social"
125,15,"2",NA,"Negative/Non-Social"
125,16,"2",1,"Negative/Non-Social"
125,17,"2",NA,"Negative/Non-Social"
125,18,"2",1,"Negative/Non-Social"
125,19,"2",1,"Negative/Non-Social"
125,20,"2",1,"Negative/Non-Social"
125,21,"2",NA,"Negative/Non-Social"
125,22,"2",2,"Negative/Non-Social"
125,23,"2",8,"Negative/Non-Social"
125,24,"2",2,"Negative/Non-Social"
125,25,"2",NA,"Negative/Non-Social"
125,26,"2",2,"Negative/Non-Social"
125,27,"2",NA,"Negative/Non-Social"
125,28,"2",NA,"Negative/Non-Social"
125,29,"2",NA,"Negative/Non-Social"
125,30,"2",8,"Negative/Non-Social"
125,31,"2",NA,"Negative/Non-Social"
125,32,"2",2,"Negative/Non-Social"
125,33,"2",NA,"Negative/Non-Social"
125,34,"2",NA,"Negative/Non-Social"
125,35,"2",NA,"Negative/Non-Social"
